nome,produto,instituicao_display_name,prazo_original,meses_restantes,tipo_grupo,vagas_totais,vagas_disponiveis,data_vencimento,data_assembleia,participa_assembleia,taxa_administracao_total,taxa_administracao_antecipada,fundo_reserva,seguro_vida,redutor,lance_embutido,lance_fixo,media_lance,lance_minimo,lance_maximo,lances_contemplados
AF122,Automóvel,Porto,72,36,Em Andamento,8,8,15/08/2025,21/08/2025,"35
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,25.00,0,46.43,0.77,76.64,18
AF124,Automóvel,Porto,72,36,Em Andamento,21,21,15/08/2025,21/08/2025,"35
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,25.00,0,47.34,0.79,78.74,16
AF125,Automóvel,Porto,50,14,Em Andamento,6,6,15/08/2025,21/08/2025,"35
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,25.00,0,22.71,0.66,66.26,3
AF127,Automóvel,Porto,50,14,Em Andamento,14,14,15/08/2025,21/08/2025,"35
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,25.00,0,19.82,0.76,75.55,5
AF128,Automóvel,Porto,72,36,Em Andamento,43,43,15/08/2025,21/08/2025,"35
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,25.00,0,46.68,0.76,75.94,9
AF129,Automóvel,Porto,80,44,Em Andamento,1,1,15/08/2025,21/08/2025,"35
VALOR DO CRÉDITO",16.00,0,0.50,0.038,20.00,25.00,0,53.06,0.80,79.59,5
AF131,Automóvel,Porto,72,36,Em Andamento,1,1,15/08/2025,21/08/2025,"35
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,25.00,0,44.07,0.77,76.64,13
AF132,Automóvel,Porto,80,44,Em Andamento,1,1,15/08/2025,21/08/2025,"35
VALOR DO CRÉDITO",16.00,0,0.50,0.038,20.00,25.00,0,49.61,0.79,78.96,3
AF133,Automóvel,Porto,72,36,Em Andamento,13,13,15/08/2025,21/08/2025,"35
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,25.00,0,47.26,0.76,75.94,10
AF134,Automóvel,Porto,72,37,Em Andamento,5,5,15/08/2025,21/08/2025,"34
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,25.00,0,45.96,0.77,77.33,10
AF136,Automóvel,Porto,72,38,Em Andamento,7,7,15/08/2025,21/08/2025,"33
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,15.00,0,46.02,0.64,64.48,8
AF137,Automóvel,Porto,50,17,Em Andamento,2,2,15/08/2025,21/08/2025,32,18.00,0,0.50,0.038,20.00,15.00,0,22.51,0.49,48.85,5
AF139,,Porto,,0,,,0,,,,,,,,,,,,,,
AF140,Automóvel,Porto,50,18,Em Andamento,1,1,15/08/2025,21/08/2025,"31
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,25.00,0,22.05,0.55,55.06,12
AF141,Automóvel,Porto,72,38,Em Andamento,68,68,15/08/2025,21/08/2025,"33
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,15.00,0,53.46,0.64,64.48,15
AF143,Automóvel,Porto,50,17,Em Andamento,2,2,15/08/2025,21/08/2025,"32
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,25.00,0,22.18,0.54,53.56,7
AF146,Automóvel,Porto,50,22,Em Andamento,1,1,15/08/2025,21/08/2025,"27
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,15.00,0,27.89,0.69,68.71,15
AF148,Automóvel,Porto,72,39,Em Andamento,9,9,15/08/2025,21/08/2025,"32
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,25.00,0,46.86,0.70,69.84,11
AF151,Automóvel,Porto,72,41,Em Andamento,1,1,15/08/2025,21/08/2025,"30
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,15.00,0,44.25,0.68,67.82,14
AF152,Automóvel,Porto,72,42,Em Andamento,1,1,15/08/2025,21/08/2025,"29
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,15.00,0,45.59,0.69,68.93,13
AF156,Automóvel,Porto,80,49,Em Andamento,1,1,15/08/2025,21/08/2025,"30
VALOR DO CRÉDITO",16.00,0,0.50,0.038,20.00,15.00,0,51.85,0.71,71.03,4
AF161,Automóvel,Porto,90,66,Em Andamento,10,10,15/08/2025,21/08/2025,"23
VALOR DO CRÉDITO",15.00,0,0.50,0.038,20.00,25.00,0,58.39,0.82,82.09,13
AF164,Automóvel,Porto,72,44,Em Andamento,65,65,15/08/2025,21/08/2025,"27
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,15.00,0,47.57,0.80,79.68,16
AF166,Automóvel,Porto,72,44,Em Andamento,117,117,15/08/2025,21/08/2025,"27
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,15.00,0,48.42,0.80,79.69,15
AF167,Automóvel,Porto,72,44,Em Andamento,11,11,15/08/2025,21/08/2025,"27
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,15.00,0,49.32,0.80,79.69,8
AF169,Automóvel,Porto,72,44,Em Andamento,57,57,15/08/2025,21/08/2025,"27
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,15.00,0,50.96,0.81,81.40,14
AF170,Automóvel,Porto,72,45,Em Andamento,18,18,15/08/2025,21/08/2025,"26
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,15.00,0,49.04,0.80,79.68,16
AF171,Automóvel,Porto,72,45,Em Andamento,55,55,15/08/2025,21/08/2025,"26
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,15.00,0,47.38,0.81,80.55,8
AF172,Automóvel,Porto,72,45,Em Andamento,27,27,15/08/2025,21/08/2025,"26
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,15.00,0,49.76,0.80,79.68,12
AF173,Automóvel,Porto,78,51,Em Andamento,32,32,15/08/2025,21/08/2025,"26
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,15.00,0,49.53,0.76,76.16,22
AF180,Automóvel,Porto,78,52,Em Andamento,39,39,15/08/2025,21/08/2025,"25
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,15.00,0,50.86,0.77,77.22,11
AF181,Automóvel,Porto,72,47,Em Andamento,21,21,15/08/2025,21/08/2025,"24
VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,15.00,0,47.59,0.83,83.10,25
AF183,Automóvel,Porto,80,56,Em Andamento,17,17,15/08/2025,21/08/2025,"23
VALOR DO CRÉDITO",16.00,0,2.00,0.038,20.00,25.00,0,53.51,0.86,86.16,12
AF186,Automóvel,Porto,80,56,Em Andamento,12,12,15/08/2025,21/08/2025,"23
VALOR DO CRÉDITO",16.00,0,2.00,0.038,20.00,25.00,0,53.64,0.87,87.37,14
AF187,Automóvel,Porto,72,48,Em Andamento,73,73,15/08/2025,21/08/2025,"23
VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,49.41,0.78,77.78,12
AF188,Automóvel,Porto,72,48,Em Andamento,50,50,15/08/2025,21/08/2025,"23
VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,52.18,0.86,85.98,12
AF189,Automóvel,Porto,72,48,Em Andamento,46,46,15/08/2025,21/08/2025,"23
VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,50.52,0.86,85.96,11
AF019,Automóvel,Porto,72,48,Em Andamento,69,69,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,50.36,0.86,85.96,11
AF191,Automóvel,Porto,72,48,Em Andamento,20,20,15/08/2025,21/08/2025,"23
VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,50.35,0.85,85.26,16
AF192,Automóvel,Porto,72,47,Em Andamento,55,55,15/08/2025,21/08/2025,"24

VALOR DO CRÉDITO",18.00,0,0.50,0.038,20.00,25.00,0,48.05,0.77,76.58,23
AF193,Automóvel,Porto,80,56,Em Andamento,3,3,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",16.00,0,0.50,0.038,20.00,25.00,0,52.18,0.79,78.94,11
AF194,Automóvel,Porto,50,26,Em Andamento,10,10,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,38.74,0.65,64.86,20
AF195,Automóvel,Porto,72,48,Em Andamento,62,62,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,49.76,0.85,85.24,8
AF196,Automóvel,Porto,80,56,Em Andamento,19,19,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",16.00,0,2.00,0.038,20.00,25.00,0,54.38,0.87,87.37,13
AF197,Automóvel,Porto,50,26,Em Andamento,1,1,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,37.09,0.78,78.09,18
AF198,Automóvel,Porto,50,26,Em Andamento,7,7,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,39.21,0.79,79.18,15
AF200,Automóvel,Porto,50,27,Em Andamento,5,5,15/08/2025,21/08/2025,"22

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,37.69,0.82,82.10,23
AF201,Automóvel,Porto,72,48,Em Andamento,12,12,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,46.80,0.86,85.96,8
AF202,Automóvel,Porto,72,48,Em Andamento,46,46,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,49.43,0.87,86.68,14
AF203,Automóvel,Porto,72,48,Em Andamento,101,101,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,47.97,0.88,87.97,12
AF204,Automóvel,Porto,90,66,Em Andamento,52,52,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",15.00,0,2.00,0.038,20.00,25.00,0,58.93,0.89,88.84,12
AF205,Automóvel,Porto,72,49,Em Andamento,12,12,15/08/2025,21/08/2025,"22

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,50.17,0.87,86.56,11
AF206,Automóvel,Porto,72,48,Em Andamento,125,125,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,51.74,0.85,85.24,8
AF207,Automóvel,Porto,72,48,Em Andamento,97,97,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,49.59,0.87,87.40,11
AF208,Automóvel,Porto,90,66,Em Andamento,17,17,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",15.00,0,2.00,0.038,20.00,25.00,0,56.83,0.89,88.84,13
AF209,Automóvel,Porto,90,66,Em Andamento,19,19,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",15.00,0,2.00,0.038,20.00,25.00,0,56.59,0.91,90.56,17
AF210,Automóvel,Porto,90,68,Em Andamento,43,43,15/08/2025,21/08/2025,"21

VALOR DO CRÉDITO",15.00,0,2.00,0.038,20.00,25.00,0,57.67,0.90,89.90,16
AF211,Automóvel,Porto,80,56,Em Andamento,18,18,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",16.00,0,2.00,0.038,20.00,25.00,0,55.37,0.87,87.37,16
AF212,Automóvel,Porto,80,57,Em Andamento,7,7,15/08/2025,21/08/2025,"22

VALOR DO CRÉDITO",16.00,0,2.00,0.038,20.00,25.00,0,53.85,0.88,87.90,13
AF214,Automóvel,Porto,72,48,Em Andamento,50,50,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,48.34,0.86,85.96,5
AF216,Automóvel,Porto,72,48,Em Andamento,51,51,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,52.17,0.88,87.71,12
AF217,Automóvel,Porto,80,56,Em Andamento,29,29,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",16.00,0,2.00,0.038,20.00,25.00,0,54.44,0.87,87.36,12
AF218,Automóvel,Porto,80,56,Em Andamento,3,3,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",16.00,0,2.00,0.038,20.00,25.00,0,53.07,0.87,87.37,15
AF219,Automóvel,Porto,72,48,Em Andamento,36,36,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,51.39,0.85,85.26,11
AF222,Automóvel,Porto,72,48,Em Andamento,66,66,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,49.73,0.87,87.27,13
AF223,Automóvel,Porto,80,56,Em Andamento,17,17,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",16.00,0,2.00,0.038,20.00,25.00,0,54.61,0.87,87.37,18
AF224,Automóvel,Porto,80,57,Em Andamento,6,6,15/08/2025,21/08/2025,"22

VALOR DO CRÉDITO",16.00,0,2.00,0.038,20.00,25.00,0,54.43,0.88,87.92,13
AF225,Automóvel,Porto,72,52,Em Andamento,94,94,15/08/2025,21/08/2025,"19

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,49.77,0.85,85.33,8
AF226,Automóvel,Porto,72,51,Em Andamento,80,80,15/08/2025,21/08/2025,"20

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,49.20,0.84,84.40,11
AF227,Automóvel,Porto,72,52,Em Andamento,91,91,15/08/2025,21/08/2025,"19

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,49.33,0.84,84.40,14
AF229,Automóvel,Porto,72,49,Em Andamento,71,71,15/08/2025,21/08/2025,"22

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,50.53,0.87,86.57,8
AF230,Automóvel,Porto,72,48,Em Andamento,48,48,15/08/2025,21/08/2025,"23

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,52.35,0.86,85.95,11
AF231,Automóvel,Porto,72,49,Em Andamento,89,89,15/08/2025,21/08/2025,"22

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,49.32,0.87,86.57,16
AF232,Automóvel,Porto,80,60,Em Andamento,3,3,15/08/2025,21/08/2025,"19

VALOR DO CRÉDITO",16.00,0,2.00,0.038,20.00,25.00,0,55.03,0.86,85.93,10
AF233,Automóvel,Porto,72,51,Em Andamento,66,66,15/08/2025,21/08/2025,"20

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,49.64,0.82,82.30,9
AF234,Automóvel,Porto,80,59,Em Andamento,3,3,15/08/2025,21/08/2025,"20

VALOR DO CRÉDITO",16.00,0,2.00,0.038,20.00,25.00,0,53.63,0.87,86.82,14
AF235,Automóvel,Porto,80,59,Em Andamento,19,19,15/08/2025,21/08/2025,,16.00,0,2.00,0.038,20.00,25.00,0,56.12,0.86,85.92,12
AF237,Automóvel,Porto,72,51,Em Andamento,38,38,15/08/2025,21/08/2025,"20

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,49.09,0.84,84.40,11
AF238,Automóvel,Porto,72,52,Em Andamento,102,102,15/08/2025,21/08/2025,"19

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,15.00,0,47.01,0.82,81.94,7
AF242,Automóvel,Porto,72,53,Em Andamento,82,82,15/08/2025,21/08/2025,"18

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,49.75,0.84,84.46,14
AF243,Automóvel,Porto,72,55,Em Andamento,112,112,15/08/2025,21/08/2025,"16

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,25.00,0,50.27,0.86,85.54,10
AF244,Automóvel,Porto,90,73,Em Andamento,55,55,15/08/2025,21/08/2025,"16

VALOR DO CRÉDITO",15.00,0,2.00,0.038,20.00,25.00,0,58.94,0.89,89.39,13
AF245,Automóvel,Porto,50,38,Em Andamento,87,87,15/08/2025,21/08/2025,"11

VALOR DO CRÉDITO",18.00,0,2.00,0.038,20.00,30.00,0,51.17,0.92,91.67,8
I0429,Imóvel,Porto,240,236,Em Andamento,1,1,15/08/2025,21/08/2025,3,19.00,2.00,2.00,0.038,25.00,30.00,40.00,60.87,0.99,99.05,6
I0428,Imóvel,Porto,240,236,Em Andamento,6,6,15/08/2025,21/08/2025,3,19.00,2.00,2.00,0.038,25.00,30.00,40.00,65.27,0.50,99.05,3
I0420,Imóvel,Porto,240,236,Em Andamento,8,8,15/08/2025,21/08/2025,3,17.50,2.00,2.00,0.038,25.00,30.00,40.00,63.89,0.99,99.05,4
I0412,Imóvel,Porto,200,196,Em Andamento,261,261,15/08/2025,21/08/2025,3,19.00,2.00,2.00,0.038,0,30.00,0,66.50,0.99,99.24,1
I0411,Imóvel,Porto,200,193,Em Andamento,5,5,15/08/2025,21/08/2025,6,19.00,2.00,2.00,0.038,25.00,30.00,40.00,61.02,0.98,98.25,6
I0410,Imóvel,Porto,200,189,Em Andamento,3,3,15/08/2025,21/08/2025,10,23.00,2.00,2.00,0.038,25.00,30.00,40.00,61.00,0.98,98.27,1
I0410,Imóvel,Porto,200,189,Em Andamento,3,3,15/08/2025,21/08/2025,10,23.00,2.00,2.00,0.038,25.00,30.00,40.00,61.00,0.98,98.27,1
I0407,Imóvel,Porto,200,189,Em Andamento,14,14,15/08/2025,21/08/2025,10,19.00,2.00,2.00,0.038,25.00,30.00,40.00,70.46,0.98,98.18,0
I0401,Imóvel,Porto,200,189,Em Andamento,3,3,15/08/2025,21/08/2025,10,21.00,2.00,2.00,0.038,25.00,30.00,40.00,65.76,0.98,98.03,8
I0400,Imóvel,Porto,200,189,Em Andamento,6,6,15/08/2025,21/08/2025,10,23.00,2.00,2.00,0.038,25.00,30.00,40.00,57.00,0.98,98.27,2
I0396,Imóvel,Porto,200,189,Em Andamento,8,8,15/08/2025,21/08/2025,10,19.00,2.00,2.00,0.038,25.00,30.00,40.00,62.46,0.98,98.18,2
I0394,Imóvel,Porto,200,188,Em Andamento,19,19,15/08/2025,21/08/2025,11,19.00,2.00,2.00,0.038,25.00,30.00,40.00,63.74,0.98,97.98,1
I0393,Imóvel,Porto,200,188,Em Andamento,15,15,15/08/2025,21/08/2025,11,19.00,2.00,2.00,0.038,25.00,30.00,40.00,65.60,0.98,97.98,5
I0392,Imóvel,Porto,200,188,Em Andamento,49,49,15/08/2025,21/08/2025,11,19.00,2.00,2.00,0.038,25.00,30.00,40.00,65.64,0.98,97.98,0
I0391,Imóvel,Porto,200,188,Em Andamento,66,66,15/08/2025,21/08/2025,11,19.00,2.00,2.00,0.038,25.00,30.00,40.00,64.36,0.98,97.98,5
I0390,Imóvel,Porto,200,189,Em Andamento,2,2,15/08/2025,21/08/2025,10,21.00,2.00,2.00,0.038,25.00,30.00,40.00,62.50,0.98,98.22,1
I0389,Imóvel,Porto,200,189,Em Andamento,25,25,15/08/2025,21/08/2025,10,21.00,2.00,2.00,0.038,25.00,30.00,40.00,70.10,0.99,99.01,1
I0388,Imóvel,Porto,200,188,Em Andamento,43,43,15/08/2025,21/08/2025,11,21.00,2.00,2.00,0.038,25.00,30.00,40.00,62.38,0.98,98.03,3
I0385,Imóvel,Porto,200,188,Em Andamento,2,2,15/08/2025,21/08/2025,11,23.00,2.00,2.00,0.038,25.00,30.00,40.00,68.39,0.98,98.08,3
I0384,Imóvel,Porto,200,188,Em Andamento,88,88,15/08/2025,21/08/2025,11,19.00,2.00,2.00,0.038,25.00,30.00,40.00,63.92,0.49,98.98,1
I0383,Imóvel,Porto,200,188,Em Andamento,4,4,15/08/2025,21/08/2025,11,23.00,2.00,2.00,0.038,25.00,30.00,40.00,62.00,0.98,98.08,1
I0382,Imóvel,Porto,200,188,Em Andamento,34,34,15/08/2025,21/08/2025,11,23.00,2.00,2.00,0.038,25.00,30.00,40.00,64.46,0.98,98.08,2
I0381,Imóvel,Porto,200,188,Em Andamento,4,4,15/08/2025,21/08/2025,11,19.00,2.00,2.00,0.038,25.00,30.00,40.00,61.78,0.98,97.98,2
I0380,Imóvel,Porto,200,188,Em Andamento,99,99,15/08/2025,21/08/2025,11,19.00,2.00,2.00,0.038,25.00,30.00,40.00,-,0.98,97.98,1
I0379,Imóvel,Porto,200,189,Em Andamento,255,255,15/08/2025,21/08/2025,10,17.50,2.00,2.00,0.038,25.00,30.00,0,66.80,0.99,98.56,0
I0378,Imóvel,Porto,200,190,Em Andamento,78,78,15/08/2025,21/08/2025,9,17.50,2.00,2.00,0.038,25.00,30.00,0,62.72,0.49,98.35,3
I0377,Imóvel,Porto,200,188,Em Andamento,118,118,15/08/2025,21/08/2025,11,19.00,2.00,2.00,0.038,25.00,30.00,40.00,65.94,0.98,97.98,1
I0376,Imóvel,Porto,200,188,Em Andamento,88,88,15/08/2025,21/08/2025,11,19.00,2.00,2.00,0.038,25.00,30.00,40.00,72.05,0.98,97.97,2
I0375,Imóvel,Porto,200,188,Em Andamento,103,103,15/08/2025,21/08/2025,11,19.00,2.00,2.00,0.038,25.00,30.00,40.00,65.91,0.98,97.98,1
I0374,Imóvel,Porto,200,188,Em Andamento,74,74,15/08/2025,21/08/2025,11,19.00,2.00,2.00,0.038,25.00,30.00,40.00,63.37,0.98,97.97,2
I0373,Imóvel,Porto,200,188,Em Andamento,113,113,15/08/2025,21/08/2025,11,21.00,2.00,2.00,0.038,25.00,30.00,40.00,67.53,0.98,98.02,2
I0372,Imóvel,Porto,200,188,Em Andamento,153,153,15/08/2025,21/08/2025,11,21.00,2.00,2.00,0.038,25.00,30.00,40.00,61.75,0.98,98.03,1
I0371,Imóvel,Porto,200,188,Em Andamento,15,15,15/08/2025,21/08/2025,11,23.00,2.00,2.00,0.038,25.00,30.00,40.00,61.01,0.98,98.07,1
I0369,Imóvel,Porto,200,188,Em Andamento,57,57,15/08/2025,21/08/2025,11,23.00,2.00,2.00,0.038,25.00,30.00,40.00,60.00,0.98,98.08,1
I0368,Imóvel,Porto,200,188,Em Andamento,40,40,15/08/2025,21/08/2025,11,23.00,2.00,2.00,0.038,25.00,30.00,40.00,60.00,0.99,98.84,4
I0367,Imóvel,Porto,200,187,Em Andamento,89,89,15/08/2025,21/08/2025,12,23.00,2.00,2.00,0.038,25.00,30.00,40.00,67.53,0.96,95.88,2
I0365,Imóvel,Porto,200,188,Em Andamento,387,387,15/08/2025,21/08/2025,11,17.50,2.00,2.00,0.038,25.00,30.00,0,66.30,0.98,97.94,0
I0364,Imóvel,Porto,200,187,Em Andamento,178,178,15/08/2025,21/08/2025,12,17.50,2.00,2.00,0.038,25.00,30.00,0,64.28,0.97,97.26,4
I0363,Imóvel,Porto,200,185,Em Andamento,124,124,15/08/2025,21/08/2025,14,17.50,2.00,2.00,0.038,25.00,30.00,0,61.50,0.96,95.97,0
I0362,Imóvel,Porto,200,184,Em Andamento,59,59,15/08/2025,21/08/2025,15,19.00,2.00,2.00,0.038,25.00,30.00,40.00,63.21,0.97,97.18,1
I0361,Imóvel,Porto,200,184,Em Andamento,46,46,15/08/2025,21/08/2025,15,19.00,2.00,2.00,0.038,25.00,30.00,40.00,63.33,0.96,96.46,4
I0360,Imóvel,Porto,200,184,Em Andamento,54,54,15/08/2025,21/08/2025,15,19.00,2.00,2.00,0.038,25.00,30.00,40.00,62.97,0.96,96.46,4
I0359,Imóvel,Porto,200,184,Em Andamento,80,80,15/08/2025,21/08/2025,15,19.00,2.00,2.00,0.038,25.00,30.00,40.00,63.70,0.96,96.46,4
